1   3.51601   36.2019   -35.991
2   10.3506   34.9132   -35.8134
3   17.5784   31.7166   -36.441
4   22.7211   28.0912   -36.1661
5   27.8405   22.6274   -35.5507
6   31.7401   17.1639   -36.0033
7   35.0355   10.6484   -36.0924
8   35.9045   3.68325   -35.7701
9   35.5584   -3.54197   -35.7389
10   35.0629   -10.5804   -36.7147
11   31.6486   -17.6018   -36.3109
12   28.2837   -23.2231   -36.6926
13   23.4187   -28.4696   -36.6101
14   16.8277   -31.7397   -35.7229
15   10.5803   -34.3311   -36.1354
16   3.58673   -36.6852   -36.4554
17   -3.43385   -36.0088   -36.3381
18   -10.2466   -34.3318   -36.2301
19   -17.2283   -32.6849   -36.6889
20   -22.8135   -27.83   -35.7093
21   -27.8657   -22.5672   -36.1721
22   -32.158   -16.938   -36.1186
23   -33.8394   -10.4793   -35.8314
24   -36.0905   -3.47187   -36.7877
25   -35.7868   3.35927   -36.0683
26   -34.244   10.025   -35.5752
27   -32.4151   16.9261   -36.1416
28   -27.8099   22.9122   -35.8563
29   -22.7422   27.4478   -36.0382
30   -16.8676   32.3768   -36.0745
31   -10.1691   34.888   -36.1297
32   -3.43232   36.7392   -36.5206
33   1.93945   38.6101   -28.2181
34   5.46567   38.2984   -28.5941
35   5.14371   38.1081   -31.5706
36   1.96932   36.9503   -30.3881
37   9.08511   36.5894   -27.6452
38   12.4455   35.7251   -27.7672
39   12.3299   35.4787   -30.6837
40   9.30865   35.9248   -30.8096
41   16.8924   35.323   -28.1099
42   19.7448   33.4663   -28.579
43   18.6455   31.8912   -30.8012
44   15.5341   33.1954   -30.2102
45   23.959   31.1632   -28.6638
46   25.8548   28.9181   -28.4556
47   24.7658   27.3673   -30.6105
48   22.7276   30.1997   -31.0015
49   28.4488   25.9892   -28.3175
50   30.5727   22.7185   -27.8997
51   29.6349   21.8971   -30.2443
52   27.1924   24.4725   -30.2478
53   33.7063   19.5709   -28.614
54   34.2367   16.6104   -28.0517
55   34.1282   16.1429   -30.4759
56   31.7372   18.6135   -30.3352
57   35.7636   12.4657   -27.6958
58   37.7465   9.59397   -28.3628
59   37.0565   9.28757   -31.4162
60   35.1558   12.0924   -30.9882
61   38.1654   4.94883   -28.273
62   38.0986   2.38282   -27.8502
63   37.2008   2.31733   -30.4373
64   36.0561   5.17149   -29.9361
65   37.3393   -2.14358   -27.7595
66   38.1876   -5.48773   -28.1826
67   36.1269   -5.29908   -30.0657
68   37.0217   -2.05143   -30.5308
69   36.191   -9.32149   -27.2027
70   35.8372   -12.4497   -27.8294
71   35.546   -12.5724   -30.8679
72   35.1288   -9.05535   -29.9269
73   34.6981   -16.6618   -28.4177
74   32.8324   -19.3552   -28.0863
75   32.0788   -19.2971   -31.2121
76   33.7097   -16.3609   -31.0685
77   31.4174   -23.2959   -28.6078
78   28.8042   -25.5194   -28.0718
79   27.6817   -24.8567   -30.7555
80   29.8084   -22.2631   -30.4351
81   25.8121   -28.6314   -28.0298
82   23.3262   -31.0004   -28.5301
83   22.3255   -30.2186   -30.2847
84   25.0864   -28.0996   -30.923
85   20.1673   -33.1457   -28.0053
86   16.6595   -34.7487   -28.1274
87   16.3222   -34.1045   -30.8599
88   18.8986   -32.0542   -30.8581
89   12.8873   -36.1041   -28.5135
90   9.08066   -37.4282   -27.894
91   9.40345   -35.1256   -30.4356
92   12.3878   -34.6364   -30.2478
93   5.10409   -36.5753   -27.2572
94   2.33183   -39.6663   -29.1481
95   2.22467   -38.1753   -31.2092
96   5.12133   -36.8185   -30.5037
97   -2.31742   -38.8325   -28.3389
98   -5.24035   -37.3478   -28.2515
99   -5.68091   -36.719   -30.6115
100   -1.88437   -37.3684   -30.6303
101   -9.99677   -37.2359   -28.2437
102   -12.8537   -36.3337   -28.5606
103   -11.9327   -34.1303   -29.9205
104   -8.98368   -35.759   -30.2968
105   -16.3395   -34.648   -27.8958
106   -19.6222   -32.982   -28.0429
107   -18.8197   -30.6489   -29.7917
108   -15.7493   -33.1222   -30.4251
109   -23.4422   -31.1743   -28.6008
110   -25.9404   -28.7828   -28.6562
111   -24.7403   -27.4744   -30.4791
112   -21.5836   -29.0109   -29.4267
113   -29.3133   -25.8972   -28.6844
114   -31.6523   -23.5264   -28.6359
115   -29.3455   -21.8871   -29.9156
116   -28.5752   -25.5855   -31.6425
117   -32.9366   -19.6873   -28.7553
118   -35.3652   -16.8788   -28.6847
119   -33.1761   -15.9274   -30.5011
120   -31.7864   -18.9102   -30.3768
121   -35.9187   -12.4994   -28.4241
122   -37.7066   -9.46603   -28.1899
123   -36.4021   -9.12086   -30.8296
124   -34.6119   -12.4018   -30.1056
125   -39.0648   -5.77578   -28.786
126   -37.0895   -1.64446   -27.6139
127   -36.8287   -1.65736   -30.6254
128   -37.031   -5.0988   -30.8708
129   -38.3109   2.31115   -28.4227
130   -37.3897   5.57913   -27.8319
131   -37.6207   5.51705   -30.9543
132   -36.8669   1.83672   -29.846
133   -37.2384   9.59038   -28.1402
134   -36.4776   12.7901   -28.1804
135   -35.5472   12.9834   -31.0958
136   -36.4   9.24052   -30.9493
137   -34.9855   17.0764   -28.1632
138   -33.2059   19.7088   -28.3571
139   -31.3733   18.98   -30.2605
140   -32.7933   15.68   -30.3896
141   -30.8419   22.4489   -28.0923
142   -29.1382   25.7161   -28.615
143   -26.8524   24.2499   -29.7799
144   -30.5478   22.8124   -31.1718
145   -25.8834   29.2497   -28.6147
146   -23.0647   30.9038   -28.1899
147   -21.9102   29.214   -30.7199
148   -25.3268   27.7033   -31.14
149   -19.488   32.9835   -28.2619
150   -16.6912   33.7932   -27.8224
151   -15.5481   32.9864   -30.2385
152   -18.8066   32.1598   -30.805
153   -12.4767   36.6497   -28.3853
154   -9.91906   39.0135   -29.1333
155   -9.26372   35.6394   -30.4639
156   -12.318   35.054   -30.8692
157   -5.1686   38.1723   -28.5704
158   -2.08989   37.9087   -27.6123
159   -2.21552   36.7538   -30.5706
160   -5.12091   36.61   -30.2792
161   1.90303   38.0535   -21.4679
162   5.39345   37.8289   -21.308
163   5.38049   36.9965   -23.6763
164   2.00492   37.1056   -23.9203
165   9.39661   37.0317   -21.5037
166   12.7624   35.8157   -21.1691
167   12.6417   34.5704   -23.5616
168   9.18792   36.6746   -24.2098
169   16.7241   34.8565   -21.856
170   20.0652   33.7766   -21.9617
171   19.2804   31.4256   -23.5971
172   15.4132   33.4228   -23.6506
173   23.1605   31.0717   -21.1643
174   25.5155   28.4983   -21.5168
175   24.8091   27.6076   -23.9659
176   22.4805   30.3911   -24.4824
177   28.5798   25.7805   -21.6034
178   31.2478   23.5949   -21.6525
179   29.4907   22.1946   -23.9534
180   27.7035   25.1883   -24.089
181   33.8107   19.738   -21.7235
182   34.5571   16.9831   -21.6925
183   33.3445   16.2919   -23.8454
184   31.7824   18.5794   -23.5728
185   35.639   12.2162   -21.6362
186   37.0047   9.50547   -21.2615
187   36.2458   9.09208   -24.095
188   35.1525   12.3502   -23.9498
189   38.7142   5.58934   -21.7297
190   38.5314   2.05028   -21.5374
191   37.8916   1.87844   -24.1518
192   37.3945   5.41531   -24.1037
193   38.9246   -2.08357   -22.2342
194   38.4421   -5.27835   -21.769
195   38.3183   -5.39097   -24.5591
196   37.7893   -2.071   -24.2133
197   37.3664   -9.51312   -21.4737
198   35.7154   -12.6047   -21.155
199   34.5535   -12.3394   -23.885
200   35.4427   -9.22917   -23.9204
201   35.7552   -16.9372   -21.7983
202   33.4081   -20.1693   -22.0069
203   32.1765   -19.345   -24.3171
204   32.9502   -16.0421   -23.9336
205   31.853   -23.5118   -22.0048
206   28.35   -25.592   -21.2519
207   27.7297   -25.2513   -24.3225
208   31.0918   -22.915   -24.3407
209   26.265   -29.0835   -22.1523
210   22.6471   -30.3266   -21.2907
211   22.5811   -30.2531   -24.1814
212   25.4992   -27.8461   -24.1549
213   19.5083   -32.7118   -21.1151
214   16.9955   -35.6171   -21.8334
215   16.1429   -33.9223   -24.3957
216   18.8874   -31.1704   -23.4691
217   12.9326   -36.3774   -21.7824
218   9.65177   -36.4314   -21.3678
219   8.94633   -35.951   -23.812
220   12.1335   -34.5348   -23.8801
221   5.34984   -37.6429   -21.2966
222   1.91584   -37.7183   -21.4131
223   1.69714   -36.8488   -23.4841
224   5.34403   -36.3052   -23.9219
225   -2.36855   -38.2004   -21.201
226   -5.41307   -37.6314   -21.2297
227   -5.42988   -35.8687   -23.3616
228   -1.7966   -36.7196   -23.7606
229   -9.52459   -36.3444   -21.1949
230   -12.8282   -35.7315   -21.395
231   -12.5438   -35.1515   -24.0885
232   -9.20452   -36.5307   -24.0415
233   -16.94   -34.0949   -21.0159
234   -19.5648   -32.7423   -21.3638
235   -19.4018   -32.2769   -24.1986
236   -15.7286   -33.4844   -23.8039
